user_id,month,plan,monthly_price,payment_status,amount_paid,is_active
42,10,basic,10,paid,10,1
42,11,basic,10,paid,10,1
42,12,basic,10,paid,10,1
43,1,basic,10,paid,10,1
43,2,basic,10,paid,10,1
43,3,basic,10,paid,10,1
43,4,basic,10,paid,10,1
43,5,basic,10,paid,10,1
43,6,basic,10,paid,10,1
43,7,basic,10,paid,10,1
43,8,basic,10,paid,10,1
43,9,basic,10,paid,10,1
43,10,basic,10,paid,10,1
43,11,basic,10,paid,10,1
43,12,basic,10,paid,10,1
44,1,standard,20,paid,20,1
44,2,standard,20,paid,20,1
44,3,standard,20,paid,20,1
44,4,standard,20,paid,20,0
45,1,standard,20,paid,20,1
45,2,standard,20,paid,20,1
45,3,standard,20,paid,20,1
45,4,standard,20,paid,20,1
45,5,standard,20,paid,20,1
45,6,standard,20,paid,20,1
45,7,standard,20,paid,20,1
45,8,standard,20,paid,20,0
46,1,basic,10,paid,10,1
46,2,basic,10,paid,10,1
46,3,basic,10,paid,10,1
46,4,basic,10,paid,10,1
46,5,basic,10,failed,0,1
46,6,basic,10,paid,10,1
46,7,basic,10,paid,10,1
46,8,basic,10,paid,10,1
46,9,basic,10,failed,0,1
46,10,basic,10,paid,10,1
46,11,basic,10,paid,10,1
46,12,basic,10,paid,10,1
47,1,basic,10,paid,10,1
47,2,basic,10,paid,10,0
48,1,standard,20,paid,20,1
48,2,standard,20,failed,0,1
48,3,standard,20,paid,20,1
48,4,standard,20,paid,20,0
49,1,standard,20,paid,20,1
49,2,standard,20,paid,20,1
49,3,standard,20,paid,20,1
49,4,standard,20,paid,20,1
49,5,standard,20,paid,20,1
49,6,standard,20,paid,20,1
49,7,standard,20,paid,20,1
49,8,standard,20,paid,20,1
49,9,standard,20,paid,20,1
49,10,standard,20,paid,20,1
49,11,standard,20,paid,20,1
49,12,standard,20,paid,20,1
50,1,standard,20,paid,20,1
50,2,standard,20,failed,0,1
50,3,standard,20,paid,20,1
50,4,standard,20,paid,20,1
50,5,standard,20,paid,20,1
50,6,standard,20,paid,20,1
50,7,standard,20,paid,20,1
50,8,standard,20,paid,20,1
50,9,standard,20,paid,20,1
50,10,standard,20,paid,20,0
51,1,premium,40,paid,40,1
51,2,premium,40,paid,40,1
51,3,premium,40,paid,40,1
51,4,premium,40,paid,40,1
51,5,premium,40,paid,40,1
51,6,premium,40,paid,40,1
51,7,premium,40,paid,40,1
51,8,premium,40,paid,40,1
51,9,premium,40,failed,0,1
51,10,premium,40,paid,40,1
51,11,premium,40,paid,40,1
51,12,premium,40,paid,40,1
52,1,basic,10,paid,10,1
52,2,basic,10,paid,10,1
52,3,basic,10,paid,10,0
53,1,basic,10,paid,10,1
53,2,basic,10,paid,10,1
53,3,basic,10,paid,10,1
53,4,basic,10,paid,10,1
53,5,basic,10,paid,10,1
53,6,basic,10,paid,10,1
53,7,basic,10,paid,10,1
53,8,basic,10,paid,10,1
53,9,basic,10,paid,10,1
53,10,basic,10,paid,10,1
53,11,basic,10,paid,10,1
53,12,basic,10,paid,10,1
54,1,premium,40,paid,40,1
54,2,premium,40,paid,40,1
54,3,premium,40,paid,40,1
54,4,premium,40,paid,40,1
54,5,premium,40,paid,40,1
54,6,premium,40,paid,40,1
54,7,premium,40,paid,40,1
54,8,premium,40,paid,40,1
54,9,premium,40,paid,40,1
54,10,premium,40,paid,40,1
54,11,premium,40,paid,40,1
54,12,premium,40,paid,40,1
55,1,standard,20,paid,20,1
55,2,standard,20,paid,20,1
55,3,standard,20,paid,20,1
55,4,standard,20,paid,20,1
55,5,standard,20,paid,20,1
55,6,standard,20,paid,20,1
55,7,standard,20,paid,20,1
55,8,standard,20,paid,20,1
55,9,standard,20,paid,20,1
55,10,standard,20,paid,20,1
55,11,standard,20,paid,20,1
55,12,standard,20,paid,20,1
56,1,premium,40,paid,40,1
56,2,premium,40,paid,40,1
56,3,premium,40,paid,40,1
56,4,premium,40,paid,40,1
56,5,premium,40,paid,40,0
57,1,basic,10,paid,10,1
57,2,basic,10,paid,10,1
57,3,basic,10,paid,10,1
57,4,basic,10,paid,10,1
57,5,basic,10,paid,10,1
57,6,basic,10,paid,10,1
57,7,basic,10,paid,10,1
57,8,basic,10,paid,10,1
57,9,basic,10,paid,10,1
57,10,basic,10,paid,10,1
57,11,basic,10,paid,10,1
57,12,basic,10,failed,0,1
58,1,basic,10,paid,10,1
58,2,basic,10,paid,10,1
58,3,basic,10,paid,10,1
58,4,basic,10,paid,10,1
58,5,basic,10,failed,0,1
58,6,basic,10,paid,10,1
58,7,basic,10,paid,10,1
58,8,basic,10,paid,10,1
58,9,basic,10,paid,10,1
58,10,basic,10,paid,10,1
58,11,basic,10,paid,10,1
58,12,basic,10,paid,10,1
59,1,premium,40,paid,40,1
59,2,premium,40,paid,40,1
59,3,premium,40,paid,40,1
59,4,premium,40,paid,40,1
59,5,premium,40,paid,40,1
59,6,premium,40,paid,40,1
59,7,premium,40,paid,40,1
59,8,premium,40,paid,40,1
59,9,premium,40,paid,40,1
59,10,premium,40,paid,40,0
60,1,basic,10,paid,10,1
60,2,basic,10,paid,10,1
60,3,basic,10,paid,10,1
60,4,basic,10,paid,10,1
60,5,basic,10,paid,10,0
61,1,basic,10,failed,0,1
61,2,basic,10,paid,10,1
61,3,basic,10,paid,10,1
61,4,basic,10,paid,10,1
61,5,basic,10,paid,10,1
61,6,basic,10,paid,10,1
61,7,basic,10,paid,10,0
62,1,basic,10,paid,10,1
62,2,basic,10,paid,10,1
62,3,basic,10,paid,10,1
62,4,basic,10,failed,0,1
62,5,basic,10,paid,10,1
62,6,basic,10,paid,10,1
62,7,basic,10,paid,10,0
63,1,standard,20,paid,20,1
63,2,standard,20,paid,20,1
63,3,standard,20,paid,20,1
63,4,standard,20,paid,20,1
63,5,standard,20,failed,0,1
63,6,standard,20,paid,20,1
63,7,standard,20,paid,20,1
63,8,standard,20,failed,0,1
63,9,standard,20,paid,20,1
63,10,standard,20,paid,20,1
63,11,standard,20,paid,20,1
63,12,standard,20,paid,20,1
64,1,basic,10,paid,10,1
64,2,basic,10,paid,10,1
64,3,basic,10,paid,10,1
64,4,basic,10,paid,10,1
64,5,basic,10,paid,10,1
64,6,basic,10,paid,10,1
64,7,basic,10,paid,10,1
64,8,basic,10,paid,10,1
64,9,basic,10,paid,10,1
64,10,basic,10,paid,10,1
64,11,basic,10,paid,10,1
64,12,basic,10,paid,10,1
65,1,basic,10,paid,10,1
65,2,basic,10,paid,10,1
65,3,basic,10,paid,10,0
66,1,premium,40,paid,40,1
66,2,premium,40,paid,40,1
66,3,premium,40,paid,40,1
66,4,premium,40,paid,40,1
66,5,premium,40,paid,40,1
66,6,premium,40,paid,40,1
66,7,premium,40,paid,40,1
66,8,premium,40,paid,40,1
66,9,premium,40,paid,40,1
66,10,premium,40,failed,0,1
66,11,premium,40,paid,40,1
66,12,premium,40,paid,40,1
67,1,basic,10,paid,10,1
67,2,basic,10,paid,10,1
67,3,basic,10,paid,10,1
67,4,basic,10,paid,10,0
68,1,standard,20,paid,20,1
68,2,standard,20,paid,20,1
68,3,standard,20,paid,20,1
68,4,standard,20,paid,20,1
68,5,standard,20,paid,20,1
68,6,standard,20,paid,20,1
68,7,standard,20,paid,20,1
68,8,standard,20,paid,20,1
68,9,standard,20,paid,20,1
68,10,standard,20,paid,20,1
68,11,standard,20,paid,20,1
68,12,standard,20,paid,20,1
69,1,premium,40,paid,40,1
69,2,premium,40,failed,0,1
69,3,premium,40,paid,40,1
69,4,premium,40,paid,40,1
69,5,premium,40,paid,40,1
69,6,premium,40,paid,40,1
69,7,premium,40,paid,40,1
69,8,premium,40,paid,40,1
69,9,premium,40,failed,0,1
69,10,premium,40,paid,40,1
69,11,premium,40,paid,40,1
69,12,premium,40,paid,40,1
70,1,standard,20,paid,20,1
70,2,standard,20,paid,20,1
70,3,standard,20,paid,20,1
70,4,standard,20,paid,20,1
70,5,standard,20,paid,20,1
70,6,standard,20,paid,20,1
70,7,standard,20,paid,20,1
70,8,standard,20,paid,20,1
70,9,standard,20,paid,20,1
70,10,standard,20,paid,20,1
70,11,standard,20,paid,20,1
70,12,standard,20,paid,20,1
71,1,basic,10,paid,10,1
71,2,basic,10,failed,0,1
71,3,basic,10,paid,10,1
71,4,basic,10,paid,10,1
71,5,basic,10,paid,10,1
71,6,basic,10,paid,10,1
71,7,basic,10,paid,10,1
71,8,basic,10,paid,10,1
71,9,basic,10,failed,0,1
71,10,basic,10,paid,10,1
71,11,basic,10,paid,10,0
72,1,basic,10,failed,0,1
72,2,basic,10,paid,10,1
72,3,basic,10,paid,10,1
72,4,basic,10,paid,10,1
72,5,basic,10,paid,10,1
72,6,basic,10,paid,10,1
72,7,basic,10,paid,10,1
72,8,basic,10,paid,10,1
72,9,basic,10,paid,10,1
72,10,basic,10,paid,10,1
72,11,basic,10,paid,10,1
72,12,basic,10,paid,10,1
73,1,basic,10,paid,10,1
73,2,basic,10,paid,10,1
73,3,basic,10,paid,10,1
73,4,basic,10,paid,10,1
73,5,basic,10,paid,10,1
73,6,basic,10,paid,10,1
73,7,basic,10,paid,10,1
73,8,basic,10,paid,10,1
73,9,basic,10,paid,10,1
73,10,basic,10,paid,10,0
74,1,premium,40,paid,40,1
74,2,premium,40,paid,40,1
74,3,premium,40,paid,40,1
74,4,premium,40,failed,0,1
74,5,premium,40,paid,40,1
74,6,premium,40,paid,40,1
74,7,premium,40,paid,40,1
74,8,premium,40,paid,40,1
74,9,premium,40,paid,40,1
74,10,premium,40,paid,40,1
74,11,premium,40,failed,0,1
74,12,premium,40,paid,40,1
75,1,standard,20,paid,20,1
75,2,standard,20,paid,20,1
75,3,standard,20,paid,20,1
75,4,standard,20,paid,20,1
75,5,standard,20,paid,20,1
75,6,standard,20,paid,20,1
75,7,standard,20,paid,20,0
76,1,basic,10,paid,10,1
76,2,basic,10,paid,10,1
76,3,basic,10,paid,10,1
76,4,basic,10,paid,10,1
76,5,basic,10,paid,10,1
76,6,basic,10,paid,10,1
76,7,basic,10,paid,10,1
76,8,basic,10,paid,10,0
77,1,basic,10,paid,10,1
77,2,basic,10,paid,10,1
77,3,basic,10,paid,10,0
78,1,standard,20,paid,20,1
78,2,standard,20,paid,20,1
78,3,standard,20,paid,20,1
78,4,standard,20,paid,20,1
78,5,standard,20,paid,20,1
78,6,standard,20,paid,20,1
78,7,standard,20,paid,20,1
78,8,standard,20,paid,20,1
78,9,standard,20,paid,20,1
78,10,standard,20,paid,20,1
78,11,standard,20,paid,20,1
78,12,standard,20,paid,20,1
79,1,standard,20,paid,20,1
79,2,standard,20,paid,20,1
79,3,standard,20,paid,20,1
79,4,standard,20,paid,20,1
79,5,standard,20,paid,20,1
79,6,standard,20,paid,20,1
79,7,standard,20,paid,20,1
79,8,standard,20,paid,20,1
79,9,standard,20,paid,20,1
79,10,standard,20,paid,20,1
79,11,standard,20,paid,20,1
79,12,standard,20,paid,20,1
80,1,basic,10,paid,10,1
80,2,basic,10,paid,10,1
80,3,basic,10,paid,10,1
80,4,basic,10,paid,10,1
80,5,basic,10,paid,10,1
80,6,basic,10,paid,10,1
80,7,basic,10,paid,10,1
80,8,basic,10,paid,10,1
80,9,basic,10,paid,10,1
80,10,basic,10,paid,10,1
80,11,basic,10,paid,10,1
80,12,basic,10,paid,10,1
81,1,basic,10,paid,10,1
81,2,basic,10,paid,10,1
81,3,basic,10,paid,10,1
81,4,basic,10,paid,10,1
81,5,basic,10,failed,0,1
81,6,basic,10,paid,10,1
81,7,basic,10,paid,10,1
81,8,basic,10,paid,10,1
81,9,basic,10,paid,10,1
81,10,basic,10,paid,10,0
82,1,standard,20,paid,20,1
82,2,standard,20,paid,20,1
82,3,standard,20,paid,20,1
82,4,standard,20,paid,20,1
82,5,standard,20,paid,20,1
82,6,standard,20,paid,20,1
82,7,standard,20,failed,0,1
82,8,standard,20,paid,20,1
82,9,standard,20,paid,20,1
82,10,standard,20,paid,20,1
82,11,standard,20,paid,20,1
82,12,standard,20,paid,20,1
83,1,basic,10,failed,0,1
83,2,basic,10,paid,10,1
83,3,basic,10,paid,10,1
83,4,basic,10,paid,10,1
83,5,basic,10,paid,10,1
83,6,basic,10,paid,10,1
83,7,basic,10,paid,10,1
83,8,basic,10,paid,10,1
83,9,basic,10,paid,10,1
83,10,basic,10,paid,10,1
83,11,basic,10,paid,10,0
84,1,basic,10,paid,10,1
84,2,basic,10,paid,10,1
84,3,basic,10,paid,10,1
84,4,basic,10,paid,10,1
84,5,basic,10,paid,10,1
84,6,basic,10,paid,10,1
84,7,basic,10,paid,10,1
84,8,basic,10,paid,10,1
84,9,basic,10,paid,10,1
84,10,basic,10,paid,10,1
84,11,basic,10,paid,10,1
84,12,basic,10,paid,10,1
85,1,basic,10,paid,10,1
85,2,basic,10,paid,10,1
85,3,basic,10,paid,10,1
85,4,basic,10,paid,10,1
85,5,basic,10,paid,10,1
85,6,basic,10,paid,10,1
85,7,basic,10,paid,10,1
85,8,basic,10,paid,10,1
85,9,basic,10,failed,0,1
85,10,basic,10,paid,10,1
85,11,basic,10,paid,10,1
85,12,basic,10,paid,10,1
86,1,standard,20,paid,20,1
86,2,standard,20,paid,20,1
86,3,standard,20,paid,20,1
86,4,standard,20,paid,20,1
86,5,standard,20,failed,0,1
86,6,standard,20,paid,20,1
86,7,standard,20,paid,20,1
86,8,standard,20,paid,20,1
86,9,standard,20,paid,20,1
86,10,standard,20,failed,0,1
86,11,standard,20,paid,20,1
86,12,standard,20,paid,20,1
87,1,basic,10,paid,10,1
87,2,basic,10,paid,10,1
87,3,basic,10,paid,10,1
87,4,basic,10,paid,10,1
87,5,basic,10,paid,10,1
87,6,basic,10,paid,10,1
87,7,basic,10,paid,10,1
87,8,basic,10,paid,10,1
87,9,basic,10,paid,10,1
87,10,basic,10,paid,10,1
87,11,basic,10,paid,10,1
87,12,basic,10,paid,10,1
88,1,basic,10,paid,10,1
88,2,basic,10,failed,0,1
88,3,basic,10,paid,10,1
88,4,basic,10,failed,0,0
89,1,basic,10,paid,10,1
89,2,basic,10,paid,10,1
89,3,basic,10,paid,10,1
89,4,basic,10,paid,10,1
89,5,basic,10,paid,10,1
89,6,basic,10,paid,10,1
89,7,basic,10,paid,10,1
89,8,basic,10,paid,10,1
89,9,basic,10,paid,10,1
89,10,basic,10,paid,10,1
89,11,basic,10,paid,10,1
89,12,basic,10,paid,10,1
90,1,basic,10,paid,10,1
90,2,basic,10,paid,10,1
90,3,basic,10,paid,10,1
90,4,basic,10,paid,10,1
90,5,basic,10,paid,10,1
90,6,basic,10,paid,10,1
90,7,basic,10,paid,10,1
90,8,basic,10,paid,10,1
90,9,basic,10,paid,10,1
90,10,basic,10,paid,10,1
90,11,basic,10,paid,10,1
90,12,basic,10,paid,10,1
91,1,basic,10,paid,10,1
91,2,basic,10,paid,10,1
91,3,basic,10,paid,10,1
91,4,basic,10,paid,10,1
91,5,basic,10,paid,10,1
91,6,basic,10,paid,10,1
91,7,basic,10,paid,10,1
91,8,basic,10,paid,10,1
91,9,basic,10,paid,10,1
91,10,basic,10,paid,10,1
91,11,basic,10,paid,10,1
91,12,basic,10,paid,10,1
92,1,basic,10,paid,10,1
92,2,basic,10,paid,10,1
92,3,basic,10,paid,10,1
92,4,basic,10,failed,0,1
92,5,basic,10,paid,10,1
92,6,basic,10,paid,10,1
92,7,basic,10,paid,10,0
93,1,basic,10,paid,10,1
93,2,basic,10,paid,10,1
93,3,basic,10,paid,10,1
93,4,basic,10,paid,10,1
93,5,basic,10,paid,10,1
93,6,basic,10,paid,10,1
93,7,basic,10,paid,10,1
93,8,basic,10,paid,10,0
94,1,standard,20,paid,20,1
94,2,standard,20,paid,20,1
94,3,standard,20,paid,20,1
94,4,standard,20,paid,20,1
94,5,standard,20,paid,20,1
94,6,standard,20,paid,20,1
94,7,standard,20,paid,20,1
94,8,standard,20,paid,20,1
94,9,standard,20,paid,20,1
94,10,standard,20,paid,20,1
94,11,standard,20,paid,20,1
94,12,standard,20,paid,20,0
95,1,basic,10,paid,10,1
95,2,basic,10,paid,10,1
95,3,basic,10,paid,10,1
